,FalseSent,Option,label
26112,Sugar can decay the spine,people protect their spines,0
26114,Water evaporates into vapor when the temperature goes down,water evaporation happens when the temperature goes higher,0
26115,Water evaporates into vapor when the temperature goes down,The evaporation process of water requires a high temperature,1
26116,Water evaporates into vapor when the temperature goes down,"In winter, the temperature goes down and people can find vapor on windows",0
26118,His obsession with sports brought him poor health,his obsession with smoke brought him poor health,0
26119,His obsession with sports brought him poor health,sports is good for health,1
26120,His obsession with sports brought him poor health,many parents do not want their children to obsess with sports,0
26122,trees in metropolitan have become taller than ever,The increase in city size has no relation to the height of trees,1
26123,trees in metropolitan have become taller than ever,there are more trees in the metropolitan than ever,0
26124,trees in metropolitan have become taller than ever,the trees in metropolitan are taller than people,0
26126,I turned up my collar against the fog to keep warm,people need to keep warm in the fog,0
26127,I turned up my collar against the fog to keep warm,Fog filled the air and the collar can't stop it,1
26128,I turned up my collar against the fog to keep warm,"Some warm clothes have collars, others don't",0
26130,Squirrel will make a store of leaves for the winter,Leaves don't bring enough nutrition to squirrels in winter,1
26131,Squirrel will make a store of leaves for the winter,squirrels will store food for the cold winter,0
26132,Squirrel will make a store of leaves for the winter,there are few leaves on the branches in the winter,0
26134,He has put himself under undue strain and needs to exercise vigorously,some people under undue strain will do exercise to release the burden,0
26135,He has put himself under undue strain and needs to exercise vigorously,vigorous exercise can help you lose weight quickly,0
26136,He has put himself under undue strain and needs to exercise vigorously,Vigorous exercise will only increase the burden on the body,1
26138,He drunk a lot at the party so he is sober enough to drive us home,"after driving us home, he went to the party and drunk a lot",0
26139,He drunk a lot at the party so he is sober enough to drive us home,A driver can not be sober after driving for too long time,0
26140,He drunk a lot at the party so he is sober enough to drive us home,"It is difficult to stay sober after drinking a lot of, and driving is very dangerous at this time",1
26142,The little girl who forgot to bring a coat shivered in the warm,The coat can keep the little girl warm,0
26143,The little girl who forgot to bring a coat shivered in the warm,do not forget to bring a coat when you leave the warm room,0
26144,The little girl who forgot to bring a coat shivered in the warm,Warm weather doesn't make one shiver,1
26146,The boat can provide against the flood,Floods will cause many economic losses and casualties,0
26147,The boat can provide against the flood,The construction of the boat requires a lot of money and time,0
26148,The boat can provide against the flood,The boat is too small to stop the flood,1
26150,A veteran driver often gets lost,a veteran driver is not easily to make an accident,0
26151,A veteran driver often gets lost,You can use navigation when you get lost,0
26152,A veteran driver often gets lost,Veteran drivers are very familiar with road conditions and will not get lost,1
26154,The waiter brought us the drinks by a towel,The towel is too soft to hold the drink cup,1
26155,The waiter brought us the drinks by a towel,"Waiters provide considerate service to customers, including providing drinks and towels",0
26156,The waiter brought us the drinks by a towel,people use a towel to dry hair after washing and drink a cup of juice,0
26158,"The boy, buying a book, was chased out by the shopkeeper",the shopkeepers welcome customers who will buy books in his shop,0
26159,"The boy, buying a book, was chased out by the shopkeeper",the shopkeeper was chased by the police for setting up a street stall,0
26160,"The boy, buying a book, was chased out by the shopkeeper",Buying books will not be chased out by the shopkeeper,1
26162,Patients with hypertension should increase the daily intake of salt,Increasing the daily intake of salt will make hypertension more serious,1
26163,Patients with hypertension should increase the daily intake of salt,Salt can make dishes salty,0
26164,Patients with hypertension should increase the daily intake of salt,Patients with hypertension should take care of the daily intake of food,0
26166,My weight fluctuated wildly depending on how long my hair was,Weight can fluctuate wildly if people eat or exercise vigorously,0
26167,My weight fluctuated wildly depending on how long my hair was,some girls really mind how long their hair is,0
26168,My weight fluctuated wildly depending on how long my hair was,The length of hair has nothing to do with the fluctuation of body weight,1
26170,Dip your hair in to see how hot the water is,Hot water burns the skin,0
26171,Dip your hair in to see how hot the water is,Hair can't feel the temperature of the water,1
26172,Dip your hair in to see how hot the water is,people like to use hot water to wash their hair,0
26174,Rain will destroy forests,There are many forests destroyed by people in the world,0
26175,Rain will destroy forests,Normal rainwater is not corrosive,1
26176,Rain will destroy forests,The rain can be collected in depressions in the road,0
26178,Power shortage poses a threat to many rare species on earth,power shortage poses a threat to people's daily lives on the earth,0
26179,Power shortage poses a threat to many rare species on earth,"Animals don't need electricity, and power shortage will not affect them",1
26180,Power shortage poses a threat to many rare species on earth,There are many rare species on the earth,0
26182,He pushed hard on the acceleration pedal to avoid a collision,people will get hard hurt during the collision,0
26183,He pushed hard on the acceleration pedal to avoid a collision,Pushing on the acceleration pedal will speed up the car and can not avoid a collision,1
26184,He pushed hard on the acceleration pedal to avoid a collision,the thief pushed hard on the acceleration pedal to get rid of the police,0
26186,He washed his car down with the garden rake,people use a garden rake to take care of their gardens,0
26187,He washed his car down with the garden rake,You can wash the car yourself or take it to the car wash shop,0
26188,He washed his car down with the garden rake,The rake is very sharp and cannot be used to clean the car,1
26190,We took the children to the zoo to see the ships,The zoo can display many animals,0
26191,We took the children to the zoo to see the ships,The ship does not stop at the zoo,1
26192,We took the children to the zoo to see the ships,people can take a ship in some zoos,0
26194,We collected shells on the lawn,There are no shells on the lawn,1
26195,We collected shells on the lawn,some people regard collecting shells as a habit,0
26196,We collected shells on the lawn,children are playing shells on the lawn,0
26198,Now many students must choose science subjects,Students must complete their mandatory subjects before they can choose the subjects they like,0
26199,Now many students must choose science subjects,Science subject requires good logical thinking,0
26200,Now many students must choose science subjects,"Besides science, there are many subjects for students to choose from",1
26202,His father is a wealthy businessman so he always worries about the money,Rich families have enough money and money is not a problem for them,1
26203,His father is a wealthy businessman so he always worries about the money,Only with a certain business mind can one become a wealthy businessman,0
26204,His father is a wealthy businessman so he always worries about the money,"Even if you are rich, you should worry about losing money",0
26206,A gentle breeze destroyed the city,The breeze caressed the face and made it very comfortable,0
26207,A gentle breeze destroyed the city,the gentle breeze across the destroyed city,0
26208,A gentle breeze destroyed the city,The breeze is not strong enough to destroy a city,1
26210,They recalled the good days in the future together,The future has not happened and cannot be recalled,1
26211,They recalled the good days in the future together,Sometimes there is a deviation in recalling the past,0
26212,They recalled the good days in the future together,people should fight for the good days in the future,0
26214,There were so many people that I had to jump the queue for the toilets,There are always a lot of people lining up in the toilet in the scenic spot,0
26215,There were so many people that I had to jump the queue for the toilets,It is immoral to jump the queue,1
26216,There were so many people that I had to jump the queue for the toilets,we can see some rude people jumping the queue for the toilet,0
26218,Bad weather makes traffic jam better,Bad weather will affect road conditions and will not make traffic jams better,1
26219,Bad weather makes traffic jam better,Traffic jams are time-consuming,0
26220,Bad weather makes traffic jam better,"In case of bad weather, the driver should pay more attention to safety",0
26222,"When eating fish, remove the fish meat",cats like eating fishes,0
26223,"When eating fish, remove the fish meat",Fish meat is edible and should not be removed,1
26224,"When eating fish, remove the fish meat","when cooking, some people like to at first remove the fish meat",0
26226,Salesmen always introduce the disadvantages of their products to customers,Introducing the shortcomings of the product will make customers lose their desire to buy it,1
26227,Salesmen always introduce the disadvantages of their products to customers,Salesmen need to have good eloquence to introduce products,0
26228,Salesmen always introduce the disadvantages of their products to customers,Customers can learn about the disadvantages of the product through salesmen,0
26230,"This month's expenditure has exceeded the limit, so we can eat in the restaurant for the next time",Eating in restaurants will cost more money,1
26231,"This month's expenditure has exceeded the limit, so we can eat in the restaurant for the next time",The dishes in the restaurant are quite diverse,0
26232,"This month's expenditure has exceeded the limit, so we can eat in the restaurant for the next time",people do not want to exceed the limit of their month's expenditure,0
26234,It is easy to look for a needle in the haystack,Needles can be used to sew clothes,0
26235,It is easy to look for a needle in the haystack,he lost a needle in the haystack,0
26236,It is easy to look for a needle in the haystack,"Needle is too small for a haystack, so it is not easy to find it",1
26238,"If your hands are dirty, you must wipe them with tissue",Wiping your hands with tissue will cause waste,0
26239,"If your hands are dirty, you must wipe them with tissue","In order to wipe your hands with tissue, you have to spend money on tissue first",0
26240,"If your hands are dirty, you must wipe them with tissue",Using tissue is not the only way to clean your hands,1
26242,It's right to drink and drive,You cannot drive without a driver's license,0
26243,It's right to drink and drive,Drunk driving is prone to cause accidents,1
26244,It's right to drink and drive,Some people enjoy drinking while others enjoy driving,0
26246,it's summer and few flowers are in bloom,Summer's temperature is good for flowering,1
26247,it's summer and few flowers are in bloom,There are many flowers in summer,0
26248,it's summer and few flowers are in bloom,Some flowers don't bloom in summer,0
26250,Plum blossoms bloom in summer,Winter temperatures are suitable for plum blossom,1
26251,Plum blossoms bloom in summer,there are many flowers blossoming in the summer,0
26252,Plum blossoms bloom in summer,Plum blossoms look so beautiful in the winter,0
26254,Watermelon can't be eaten in summer,There are many fruits we can eat in summer,0
26255,Watermelon can't be eaten in summer,Watermelon is delicious,0
26256,Watermelon can't be eaten in summer,Watermelons ripe in summer,1
26258,Rainbows usually appear in the evening,The natural conditions after rain favor rainbows,1
26259,Rainbows usually appear in the evening,A rainbow is colorful and beautiful,0
26260,Rainbows usually appear in the evening,people can dream of the rainbow at night,0
26262,Tomatoes taste good when they are stale,fresh Tomatoes are rich in vitamins and taste goo,0
26263,Tomatoes taste good when they are stale,"people can not eat stale tomatoes, which are harmful to peoples' health",0
26264,Tomatoes taste good when they are stale,Fresh vegetables usually taste better than stale vegetables,1
26266,Cows eat meat,people can eat the meat of cows,0
26267,Cows eat meat,Cows are mammals and eat grass,0
26268,Cows eat meat,The cow's digestive system cannot digest meat,1
26270,use the elevator when there is a fire,the firemen will come when there is a fire,0
26271,use the elevator when there is a fire,using the elevator when there is a fire is dangerous,1
26272,use the elevator when there is a fire,"after the fire, the building is equipped with a new elevator",0
26274,She loves her father and wants to marry him,"before marriage, girls usually will ask the opinion from her father about her lover",0
26275,She loves her father and wants to marry him,a girl should marry the boy who loves her,0
26276,She loves her father and wants to marry him,a father can't marry his daughter,1
26278,"He is too happy to say ""hello"" to his teacher","the teacher is happy to hear the ""hello"" from his students",0
26279,"He is too happy to say ""hello"" to his teacher",being too happy is not a reason not to greet the teacher,1
26280,"He is too happy to say ""hello"" to his teacher",Many students are happy when they do not need to say hello to their teachers,0
26282,It's right to run away when you do something wrong,People should be responsible for their own faults,1
26283,It's right to run away when you do something wrong,It is normal for people to do wrong things sometimes,0
26284,It's right to run away when you do something wrong,Some people are fearful of taking the responsibility so they run away,0
26286,The old man likes to go diving,Diving is a kind of popular sports for the young man,0
26287,The old man likes to go diving,Diving is too dangerous for old men,1
26288,The old man likes to go diving,usually th old like to do some relaxing sports,0
26290,Man can be born again,Man cannot live forever,0
26291,Man can be born again,Man only has one life,1
26292,Man can be born again,"in the old legends, cats can be born again after death",0
26294,You must get success if you work hard,some people are really lucky that they succeed without working hard,0
26295,You must get success if you work hard,"the harder you work, the more possible you will succeed",0
26296,You must get success if you work hard,no one can be sure to succeed even they work really hard,1
26298,All mosquitoes suck blood,Mosquitoes will spread disease when they are sucking blood,0
26299,All mosquitoes suck blood,Mosquitoes usually appear in summer,0
26300,All mosquitoes suck blood,"Only female mosquitoes can suck blood, but male mosquitoes can't",1
26302,You can take other people's things without permission,We should be polite to ask permission before using others' things,0
26303,You can take other people's things without permission,"with others permission, you can take other people's things",0
26304,You can take other people's things without permission,It's impolite and illegal to take other people's things casually,1
26306,Eating lots of sugar can not make people fat,Sugar has a lot of calories and makes people fat,1
26307,Eating lots of sugar can not make people fat,many fat people like eating sugars,0
26308,Eating lots of sugar can not make people fat,Eating a lot of sugar can be harmful to people's health,0
26310,Pedestrians should not obey traffic regulations,Failure to comply with traffic regulations may lead to traffic accidents,1
26311,Pedestrians should not obey traffic regulations,pedestrians learn the traffic regulations in many ways,0
26312,Pedestrians should not obey traffic regulations,many pedestrians obey traffic regulations,0
26314,Same-sex cannot marry in this world.,Same-sex marriage is legal in some countries.,1
26315,Same-sex cannot marry in this world.,We should respect the sexual orientation of others.,0
26316,Same-sex cannot marry in this world.,Same-sex couples can adopt children after marriage.,0
26318,Students can eat in class.,Students should listen carefully in class.,0
26319,Students can eat in class.,Eating in class is a violation of classroom discipline.,1
26320,Students can eat in class.,"after the class, students like to eat together",0
26322,I can make a snowman in summer.,We can make ice cream in the summer.,0
26323,I can make a snowman in summer.,There is no snow in the summer.,1
26324,I can make a snowman in summer.,he draws a snowman in the summer,0
26326,We can see stars in the daytime.,you can see movie stars in the daytime,0
26327,We can see stars in the daytime.,"In daytime, people can dream of many stars",0
26328,We can see stars in the daytime.,"because of the strong sunlight, people can not see stats in the daytime",1
26330,Minors may marry.,Minors are not allowed to drink alcohol.,0
26331,Minors may marry.,Underage is not old enough to marry.,1
26332,Minors may marry.,Minors are allowed to attend the wedding of their relatives,0
26334,A tadpole's mother is a tadpole.,Frogs are amphibians.,0
26335,A tadpole's mother is a tadpole.,we can see many frogs and tadpoles in the pool,0
26336,A tadpole's mother is a tadpole.,Frogs grow from tadpoles.,1
26338,People carry umbrellas on windy days.,Umbrellas are not usually used in windy weather.,1
26339,People carry umbrellas on windy days.,People can buy umbrellas on windy days,0
26340,People carry umbrellas on windy days.,People shade themselves with umbrellas in summer.,0
26342,Typhoons often occur inland.,The typhoon was very destructive.,0
26343,Typhoons often occur inland.,People living inland seldom see a typhoon,0
26344,Typhoons often occur inland.,There is no sea inland and therefore no typhoon.,1
26346,The moon can shine by itself.,The sun is shinier than the moon,0
26347,The moon can shine by itself.,Only fixed stars shine and the moon is not a fixed star.,1
26348,The moon can shine by itself.,People will enjoy the moonlight at night,0
26350,People always sleep during the day.,A lot of people often work late into the night and do not have enough sleep,0
26351,People always sleep during the day.,Staying up late will make you feel tired during the day,0
26352,People always sleep during the day.,People usually work during the day and rest at night.,1
26354,Stop at a yellow light when driving.,you can see yellow traffic light on the road,0
26355,Stop at a yellow light when driving.,people stop driving to enjoy the yellow light of the moon,0
26356,Stop at a yellow light when driving.,Drive slowly at yellow lights but do not need to stop,1
26358,Knives are safe to small children.,it is safe to keep small children away from the knife,0
26359,Knives are safe to small children.,"A knife may cut a child, so it is dangerous",1
26360,Knives are safe to small children.,Knives are not children's toys.,0
26362,Drama makes people feel scared,Drama makes people feel happy but not scared,1
26363,Drama makes people feel scared,many people like to watch drama,0
26364,Drama makes people feel scared,"Many people like to enjoy the drama, which will not make them feel scared",0
26366,Too much sugar is good for your teeth.,We should brush our teeth after eating too much sugar,0
26367,Too much sugar is good for your teeth.,usually both the teeth and sugar are white,0
26368,Too much sugar is good for your teeth.,Eating too much sugar can cause tooth decay.,1
26370,We can have hair for breakfast.,Hair is not food so you can't eat it.,1
26371,We can have hair for breakfast.,people clean their hair and have breakfast in the morning,0
26372,We can have hair for breakfast.,Skipping breakfast will affect the health of your hair,0
26374,We see with our ears.,The ear is an organ for hearing.,1
26375,We see with our ears.,Humans have two ears.,0
26376,We see with our ears.,We can see others' ears,0
26378,You can drive after drinking.,driving after drinking is illegal behavior.,1
26379,You can drive after drinking.,you can find a substitute driver after drinking.,0
26380,You can drive after drinking.,Many car accidents are caused by drunk driving.,0
26382,The refrigerator is very light.,Refrigerators can keep food fresh.,0
26383,The refrigerator is very light.,the refrigerator is lighter than an elephant,0
26384,The refrigerator is very light.,The refrigerator weighs a lot.,1
26386,Time can be turned back.,We should learn to value time.,0
26387,Time can be turned back.,Everyone's life is limited and can not be turned back,0
26388,Time can be turned back.,Lost time is never found again.,1
26390,Money can buy everything.,Money can't buy life.,1
26391,Money can buy everything.,"Money has a price, friendship is priceless.",0
26392,Money can buy everything.,We can not measure everything just form the view of the money,0
26394,Prosperity makes people grow.,Good times make it hard to learn new things.,1
26395,Prosperity makes people grow.,One's life will not be always prosperity,0
26396,Prosperity makes people grow.,People in prosperity also need to think about how can they grow,0
26398,Summer is too hot to wear a condole belt.,People can go swimming in the summer to avoid the hotness,0
26399,Summer is too hot to wear a condole belt.,Suspenders are summer clothes.,1
26400,Summer is too hot to wear a condole belt.,many people wear a condole belt in the hot summer,0
26402,People play football on the basketball court.,playing football keeps you healthy,0
26403,People play football on the basketball court.,A basketball court is a place where you play basketball.,1
26404,People play football on the basketball court.,it is hard to find many basketball courts in our city,0
26406,Teachers like students with poor grades.,Naughty students usually have poor grades,0
26407,Teachers like students with poor grades.,Students with poor grades are usually disliked by teachers.,1
26408,Teachers like students with poor grades.,teacher should help the students with poor grades,0
26410,I can do my homework with chalk.,Students should do their homework well.,0
26411,I can do my homework with chalk.,my homework is writing an essay about the chalk,0
26412,I can do my homework with chalk.,Chalk is used to write board books.,1
26414,Tom made a lot of friends because he was very introverted.,Introverts often have difficulty making many friends.,1
26415,Tom made a lot of friends because he was very introverted.,we should help introverted people to open their minds,0
26416,Tom made a lot of friends because he was very introverted.,"he was introverted in the past, but now he has a lot of friends",0
26418,There are many clouds in the sea.,Clouds only appear in the sky.,1
26419,There are many clouds in the sea.,many clouds are gathering on the sea,0
26420,There are many clouds in the sea.,people can see the reflection of the clouds in the sea,0
26422,I'm sad I got 100 on the English test.,Usually people don't get upset when they get a full mark on a test.,1
26423,I'm sad I got 100 on the English test.,people will feel sad if the fail the test,0
26424,I'm sad I got 100 on the English test.,the teacher is so happy that he gets 100 on the English test,0
26426,People must always read in the sun.,some people like to read in the sun if the sun is not very strong,0
26427,People must always read in the sun.,"after reading in the library, he went out to sleep in the su",0
26428,People must always read in the sun.,"Reading in the sun can damage your eyes, and we have other types of lights for reading",1
26430,The doctor works at the police station.,both the doctor and police are worthy of respect,0
26431,The doctor works at the police station.,Doctors work in hospitals.,1
26432,The doctor works at the police station.,the doctor was brought to the police station because of corruption in his work,0
26434,"When we arrived at the railway station, the plane had flown away.",Trains and planes are sometimes late.,0
26435,"When we arrived at the railway station, the plane had flown away.",The plane is parked at the airport rather than at the railway station.,1
26436,"When we arrived at the railway station, the plane had flown away.",We can't wait for the plane at the railway station.,0
26438,Whales are egg-laying animals.,Whales are viviparous animals.,1
26439,Whales are egg-laying animals.,Whales are larger than eggs.,0
26440,Whales are egg-laying animals.,there are some egg-laying animals living in the water with whales,0
26442,I can see the weather outside through the wall.,Decorations can be hung on the walls.,0
26443,I can see the weather outside through the wall.,"I can see the weather forecast on TV, which is hang on the wall",0
26444,I can see the weather outside through the wall.,The wall is not transparent and cannot see through it.,1
26446,Watermelons are cheap in winter.,"Watermelons are less in winter, so they are usually more expensive.",1
26447,Watermelons are cheap in winter.,Watermelon is cheaper when comparing to meat in winter,0
26448,Watermelons are cheap in winter.,People can still eat watermelons in winter,0
26450,The logging Union went to the grassland to cut down trees.,People usually graze on grasslands.,0
26451,The logging Union went to the grassland to cut down trees.,There are no trees but grass on the grassland.,1
26452,The logging Union went to the grassland to cut down trees.,we should protect the grassland and the trees on our planet,0
26454,Cars can run on rails.,Previous trains needed steam engines to power them.,0
26455,Cars can run on rails.,Cars need gasoline to power them,0
26456,Cars can run on rails.,"Railways are for trains, not cars.",1
26458,Cold is an incurable disease.,The incurable disease is terrible for human beings.,0
26459,Cold is an incurable disease.,"Cold is a small illness, and it's easy to treat.",1
26460,Cold is an incurable disease.,"Hospitals can treat some diseases, like the cold",0
26462,Playing basketball should wear slippers,NBA has many basketball superstars who like to wear slippers,0
26463,Playing basketball should wear slippers,Wearing slippers can do great harm to your feet.,1
26464,Playing basketball should wear slippers,Basketball and slippers originated in the United States,0
26466,Examination results are not important to students.,Many students are very afraid to know their examination results,0
26467,Examination results are not important to students.,"The criterion for testing students is the examination results, so it is very important.",1
26468,Examination results are not important to students.,it is very important for students to work hard for examinations,0
26470,Human needs to recover his strength through exercise.,people can build strength through exercise and have a rest through sleeping,0
26471,Human needs to recover his strength through exercise.,"The exercise is a serious drain on physical strength, but sleep helps us recover from it",1
26472,Human needs to recover his strength through exercise.,many people like to have a good sleep after doing exercise to recover strength,0
26474,The human heart is always resting.,we should have enough rests to protect our hearts,0
26475,The human heart is always resting.,Stopping heartbeat means death,1
26476,The human heart is always resting.,The heart is the most important organ of the human body,0
26478,Soldiers often need easy training.,Soldiers need to train to learn how to guard the country,0
26479,Soldiers often need easy training.,The work of soldiers is not easy,0
26480,Soldiers often need easy training.,Soldiers need to go through hard times.,1
26482,The sun still exists on cloudy days,It's likely to rain on cloudy days.,0
26483,The sun still exists on cloudy days,"On cloudy days, dark clouds obscured the sun.",1
26484,The sun still exists on cloudy days,"after the cloudy days, the sun shines again",0
26486,Drinking too many drinks is good for your health.,"Drinks contain a lot of sugar, which is not good for your health",0
26487,Drinking too many drinks is good for your health.,Additives in beverages can cause harm to the body,1
26488,Drinking too many drinks is good for your health.,many people like to drink too much and have health problems,0
26490,Coke is a fruit juice drink.,Coke is not made from fruit juice.,1
26491,Coke is a fruit juice drink.,Juice is pressed from the fruit.,0
26492,Coke is a fruit juice drink.,both Coke and juice are popular drinks,0
26494,People should conflict with each other.,People should live in peace and understand each other.,1
26495,People should conflict with each other.,There are frequent conflicts between police and gangsters.,0
26496,People should conflict with each other.,"when having conflicts with each other, people should try to understand others",0
26498,You don't need to buy tickets when you take the train.,Trains are a means of transportation.,0
26499,You don't need to buy tickets when you take the train.,people can buy train tickets online or at the train station,0
26500,You don't need to buy tickets when you take the train.,Everyone needs to buy tickets when they take the train.,1
26502,Tides are an artificial behavior.,There are many other natural phenomena in the world except tides,0
26503,Tides are an artificial behavior.,Tides are related to the motion of celestial bodies and are a natural phenomenon.,1
26504,Tides are an artificial behavior.,Artificial behaviors will affect many natural phenomena,0
26506,Everyone wants to be ugly.,no one prefers to make friends with ugly people,0
26507,Everyone wants to be ugly.,Beauty is what everyone pursues.,1
26508,Everyone wants to be ugly.,he is liked by many people even he is ugly,0
26510,Wolf is a very gentle animal.,Wolves are very aggressive and fierce.,1
26511,Wolf is a very gentle animal.,Little White Rabbit is a very gentle animal,0
26512,Wolf is a very gentle animal.,Wolves will eat small and gentle animals,0
26514,Petroleum is a renewable energy source,not all the earth's resources are renewable energy sources,0
26515,Petroleum is a renewable energy source,We should conserve petroleum,0
26516,Petroleum is a renewable energy source,"Oil is not renewable, so we need to protect the environment.",1
26518,The amusement park is a good place to sleep.,Children like to go to amusement parks after sleeping,0
26519,The amusement park is a good place to sleep.,"after coming back from the amusement park, children feel sleepy",0
26520,The amusement park is a good place to sleep.,"Amusement parks are not suitable for sleeping, because it is too loud",1
26522,The invention of airplanes disrupted people's lives.,Airplanes shorten the distance between people.,0
26523,The invention of airplanes disrupted people's lives.,Airplanes facilitate people's travel and life.,1
26524,The invention of airplanes disrupted people's lives.,many inventions do disrupt people's lives,0
26526,Everyone should block ambulances,An ambulance is blocked unless there is an emergency,0
26527,Everyone should block ambulances,Ambulances can only be dispatched in an emergency.,0
26528,Everyone should block ambulances,The law stipulates that everyone must give way to ambulances.,1
26530,Diamond is made up of metal elements.,Diamond is harder than many metal elements,0
26531,Diamond is made up of metal elements.,diamond is much more expensive than many metal products,0
26532,Diamond is made up of metal elements.,Diamond is an allotrope of carbon,1
26534,Vegetables can provide people with plenty of fat.,junk food provides with plenty of fat,0
26535,Vegetables can provide people with plenty of fat.,There is no fat in vegetables.,1
26536,Vegetables can provide people with plenty of fat.,fat people should eat plenty of vegetables.,0
26538,The moon is always round.,The moon illuminated the darkness.,0
26539,The moon is always round.,people like to enjoy the moon when it is round,0
26540,The moon is always round.,"The moon waxes till it becomes full, and then wanes.",1
26542,The territory of every country can be violated,violating other countries' territory is shameless,0
26543,The territory of every country can be violated,countries should fight for their territory,0
26544,The territory of every country can be violated,The territory of a country is an integral part of the country.,1
26546,"The universe has only one planet, that is Earth.",The universe is much bigger than the earth,0
26547,"The universe has only one planet, that is Earth.",Our world is only a small part of the earth.,1
26548,"The universe has only one planet, that is Earth.","We know very little about the universe, even about the earth",0
26550,Thieves steal people's arms,Man's arms cannot be stolen,1
26551,Thieves steal people's arms,people use arms to catch thieves,0
26552,Thieves steal people's arms,Thieves use arms to steal products,0
26554,Music is a very bad sound.,Music can bring people happiness,1
26555,Music is a very bad sound.,There are many kinds of bad sound in the world,0
26556,Music is a very bad sound.,music can cheer up the people who are in bad emotion,0
26558,A scarf is only a decorative article.,a scarf has the function of decorating our bodies,0
26559,A scarf is only a decorative article.,The main function of a scarf is to protect us against the cold.,1
26560,A scarf is only a decorative article.,The scarf is on the neck to against the cold,0
26562,Refrigerator accelerates food deterioration,Refrigerators can provide a low-temperature environment,0
26563,Refrigerator accelerates food deterioration,Low-temperature environment can prolong the shelf life of food,1
26564,Refrigerator accelerates food deterioration,food also will deteriorate even being stored in the refrigerator,0
26566,Rabbits are cold-blooded animals.,A rabbit has two long ears.,0
26567,Rabbits are cold-blooded animals.,the cold-blooded snakes will eat rabbits,0
26568,Rabbits are cold-blooded animals.,Rabbit is a lovely warm-blooded animal.,1
26570,Minors can buy cigarettes,Cigarettes are very harmful to minors,0
26571,Minors can buy cigarettes,minors can pick up cigarette butts to protect the environment,0
26572,Minors can buy cigarettes,The law prohibits minors from buying cigarettes,1
26574,the gym is a good place to eat.,there is a good restaurant to eat near to the gym,0
26575,the gym is a good place to eat.,Eating can provide energy for people to do exercise in the gymnasium,0
26576,the gym is a good place to eat.,the gym is a place to play sports rather than eating,1
26578,I squeeze oil on bread for breakfast,eating too much oil at breakfast is unhealthy.,0
26579,I squeeze oil on bread for breakfast,Bread is a kind of baked food.,0
26580,I squeeze oil on bread for breakfast,Oil is not meant for breakfast.,1
26582,the Steam engine is the most important record in human history.,There are many successful inventions and records in the world.,0
26583,the Steam engine is the most important record in human history.,the steam engine is not a record but an invention,1
26584,the Steam engine is the most important record in human history.,Europe makes a lot of records about the steam engine in the world,0
26586,The poor are very rich.,the gap between the rich and the poor is larger these years,0
26587,The poor are very rich.,the poor also want to be rich,0
26588,The poor are very rich.,The poor have no money.,1
26590,We can go to the barbers for dinner.,Hair has a great influence on a person's appearance.,0
26591,We can go to the barbers for dinner.,the barbers need to eat to enable that the body can get enough energy.,0
26592,We can go to the barbers for dinner.,You should go to a restaurant for dinner.,1
26594,Sound can travel in a vacuum.,Man cannot breathe in a vacuum,0
26595,Sound can travel in a vacuum.,sounds can travel faster than human running,0
26596,Sound can travel in a vacuum.,"sounds need a medium to transfer, but there is no such a medium in a vacuum",1
26598,The common people are the most powerful people in ancient times,The common people had no rights in ancient times.,1
26599,The common people are the most powerful people in ancient times,The most powerful people ruled the common people in ancient times,0
26600,The common people are the most powerful people in ancient times,There were many common people but a little powerful people in ancient times,0
26602,Mobile phones are a portable mean of transportation,Mobile phones are not a means of transportation but for communication,1
26603,Mobile phones are a portable mean of transportation,A car is a means of transportation.,0
26604,Mobile phones are a portable mean of transportation,"when driving transportation, people should not use mobile phones to talk to others",0
26606,Everyone should have a quality of deception.,We should cultivate good quality.,0
26607,Everyone should have a quality of deception.,deception is not a quality that people will praise,1
26608,Everyone should have a quality of deception.,People who have good qualities will not deceive others,0
26610,The ear is the organ to see,The ear is actually an auditory organ.,1
26611,The ear is the organ to see,people have many organs in their bodies,0
26612,The ear is the organ to see,we can use our organ to see others' ears,0
26614,Friendship is an important food,we like to eat food with a friend,0
26615,Friendship is an important food,Friendship is not the name of a food,1
26616,Friendship is an important food,friendship and eating food are very important.,0
26618,Everyone's life habits are the same.,People have some unhealthy life habits.,0
26619,Everyone's life habits are the same.,people like to make friends with whom have the same life habits as themselves,0
26620,Everyone's life habits are the same.,Different people have different habits.,1
26622,Ships need to travel on land.,Ships cannot travel on land,1
26623,Ships need to travel on land.,we can make ships on land,0
26624,Ships need to travel on land.,people travel on land to the seaside and take ships,0
26626,A lot of alcohol is good for your health.,Large amounts of alcohol can cause serious harm to the body.,1
26627,A lot of alcohol is good for your health.,Liquor contains a lot of alcohol.,0
26628,A lot of alcohol is good for your health.,it is good for your health to stop drinking alcohol,0
26630,Drivers without a driver's license can drive on the road.,Driver's license needs to pass four subjects,0
26631,Drivers without a driver's license can drive on the road.,Drinking can't drive on the road,0
26632,Drivers without a driver's license can drive on the road.,Only those who obtain their licenses through legal channels can drive on the road.,1
26634,Emergency lanes can be occupied on expressways,Emergency lanes should not be occupied on expressways.,1
26635,Emergency lanes can be occupied on expressways,cars on emergency lanes can drive faster than on expressways,0
26636,Emergency lanes can be occupied on expressways,there are expressways and emergency lanes on the highway,0
